#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1379835,79795117,The bride and groom danced at their wedding by picking their song.,HUSBAND;WIFE;DANCE;POSS-3p:i;WEDDING;HOW;IX-3p:i;(2h)PICK/CHOOSE;POSS-3p:i;MUSIC,,,,,,,slightly front;front,,slightly right,,single,,rapid,,back,,,slightly raised;lowered,,slightly lowered;blink;squint;slightly lowered,,,
1379835,79795118,I enjoyed chatting with those two because we talked about ASL.,IX-1p;ENJOY;CHAT;WITH;IX-pl-2:i/j;WHY;DISCUSS-INTENSELY;#ASL,,,,,,,slightly back,,,forward,,,rapid,,,,,raised,,squint;squint,,,
1379835,79805102,Bob needs to go to the post office to buy stamps.,ns-fs-BOB;IX-loc:i;MUST;GO;#PO;(25)WHY;MUST;BUY;STAMP,,,,,,,slightly back,,slightly right;slightly right,,single,,slight rapid head shake,,back;forward,,,further lowered;raised,,slightly squinted;further squinted;slightly wide;wide,,,
1379835,79805103,The horse runs on the farm because it can't race.,"HORSE;IX-loc:i;DCL:U/H""horse galloping"";FARM;WHY;IX-3p:i;OLD;COMPETITION;CANNOT",negation,,,topic,,,back,,,,,,slight single head shake;slight single head shake;slow,,slightly forward,,,raised;slightly lowered;raised;lowered,,slightly lowered;lowered lid;further lowered;lowered lid;further lowered;closed;further squinted,,,
1379835,7981490,Bob wrote and sent a love letter to his wife because their anniversary is coming up soon.,ns-fs-BOB;WRITE;RECORD;SEND/MAIL;LOVE;LETTER/MAIL;POSS-3p:i;WIFE;WHY;POSS-3p:i;(X-over-thumb)CELEBRATE;SOON++,,,,,,,slightly back;slightly front,slightly left;slightly right,right;slightly right,slightly forward,,,slight rapid head shake,,forward,,,slightly raised;raised,watch hands;down/left,lowered lid;further lowered;blink;wide;slightly lowered,,,
1379835,7982771,Did the group of friends arrive at the movie theater?,"FRIEND;GROUP/TOGETHER;DCL:crvd-5""group go together"";FINISH;ARRIVE;MOVIE_2;ACT",,,,,,,front;further front,,slightly right,,,,,,slightly forward;forward,,,raised,,slightly wide,,,
1379835,7982772,Have you met my new friend?,IX-2p;FINISH;MEET;POSS-1p;NEW;FRIEND;IX-3p:i,,,,,,,front;slightly back,,right,forward,,,,,,,,raised,,wide,,,
1379835,7984052,Your friend is messed up. He looks awful.,POSS-2p;FRIEND;IX-3p:i;INTERCOURSE+fs-UP;INTERCOURSE+fs-UP;IX-3p:i;FACE;(1h)WOW/AWFUL;IX-3p:i,,,,topic,,,slightly front;slightly back,right;slightly left,right,,,,slow,,back,,,raised-furrowed;lowered,down/right,squint;blink;lowered lid;blink;squint;blink;blink,,,
1379835,7984053,I was drunk last night.,PAST+NIGHT;PAST+NIGHT;IX-1p;LIE-DOWN;DRUNK;IX-1p,,,,sentence-initial adverb,,,back,right,right,,,,,,slightly back;back,,,slightly raised,,blink;closed;lowered lid;blink,,,
1379835,7985336,The clothes are on sale.,DRESS/CLOTHES+;IX-loc:i;#SALE;BUOY,,,,topic,,,front;further front,,slightly right,forward,,,,,,,,raised,,wide;wider,,,
1379835,7985337,Friends go out to the movie theater.,FRIEND;GROUP/TOGETHER;DEPART;(nd-1)MOVIE;ACT++,,,,topic,,,back,,slightly right,,,,,,forward;forward,,,slightly raised,,slightly lowered,,,
1379835,7986620,What time does mom finish work? At 2pm.,MOTHER;WORK;FINISH;TIME;TWO_2,,,,,,,slightly back;back,,slightly right,,,,slight rapid head shake,,forward,,,further raised;raised;lowered;lowered,,wide;slightly squinted;squint;lowered lid,,,
1379835,7980997,My aunt is an expert at making blue berry pies because she grew up making them.,AUNT;IX-loc:i;SKILL;MAKE+;BLUE+BERRY;BLUE+BERRY;PIE;WHY;IX-3p:i;GROW-UP;MAKE+++,,,,topic,,,slightly back;slightly back,,slightly right;slightly right,,,,single;slight rapid head shake,,slightly forward;slightly forward;forward;slightly forward;slightly forward,,,raised;lowered;raised,,lowered lid;closed;lowered lid;lowered lid,,brr,
1379835,79794119,I'm moving to San Diego because I got a new job offer.,ns-#SD;IX-loc:i;IX-1p;MOVE-AWAY;WHY;NEW;WORK;SUGGEST-1p,,,,topic,,,slightly back,right,slightly right;slightly right,slightly forward,,,slight rapid head shake,,,,,raised;lowered;slightly raised,,lowered lid;closed;further lowered;blink;slightly squinted,,,
1379835,7982279,Does your sister like water tubing?,"POSS-2p;SISTER;KISS-FIST;WATER+DCL:crvd-L""water tubing"";WATER+DCL:crvd-L""water tubing""",,,,,,,front,,slightly right,slightly forward,,,,,,,,raised,,slightly squinted;squint;lowered lid;slightly wide,,,
1379835,7983559,Does Bob like reading books?,ns-fs-BOB;IX-loc:i;KISS-FIST;READ+;BOOK++,,,,,,,front,,right,,,,,,forward,,,raised,,wide,,,
1379835,79804104,The clothes are on sale because they used to be expensive.,DRESS/CLOTHES+;IX-loc:i;#SALE;WHY;LONG-AGO;EXPENSIVE_2,,,,,,,slightly front,,slightly right;slightly right,,slight rapid head nod,,slight single head shake;slight rapid head shake,,forward;slightly forward;further forward,,,raised;raised,,wide;further lowered;closed;slightly wide,,,
1379835,7983560,Did the teacher clean the classroom?,TEACH+AGENT;TEACH+AGENT;FINISH;NICE/CLEAN;CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM,,,,,,,further front;slightly front,,slightly right,,,,,,forward,,,raised,,wide,,,
1379835,7984841,I like fireworks.,IX-1p;LIKE;STAR+BOMB+;STAR+BOMB+,,,,,,,slightly back,,slightly right,back,single,,,,,,,lowered,,squint;blink,,,
1379835,7986126,The teacher cleans the classroom.,TEACH+AGENT;TEACH+AGENT;NICE/CLEAN+;CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM,,,,,,,slightly back,,slightly right,,,,,,slightly back,,,,,,,,
1379835,7987410,"If I fail a test, my mom will blow her top.","#IF;IX-1p;FAIL;TEST;(1h)5""wave no"";MOTHER+;THINK+BURST;THINK+BURST",,,,,,,further back,slightly right;left,,back,,,slight single head shake,,,,,raised-furrowed;raised;lowered,down,further squinted;blink;squint;wide;squint;closed,,,
1379835,7981786,Was your friend messed up?,POSS-2p;FRIEND;THINK;INTERCOURSE+fs-UP;INTERCOURSE+fs-UP,,,,,,,front,,slightly right,forward,,,slight rapid head shake,,forward;further forward,,,raised-furrowed,,slightly squinted;squint;wide,,,
1379835,7983067,Does Bob have a big dog?,ns-fs-BOB;IX-loc:i;(1h)HAVE;WIDE;DOG,,,,topic,,,front,slightly left,slightly right,,,,,,forward,,,raised;raised-furrowed;raised,,wide;squint;further lowered;squint;wide,,,
1379835,7984348,My sister wants a headband for her birthday.,POSS-1p;SISTER;IX-loc:i;WANT_2+;HEADBAND;FOR;POSS-3p:i;BIRTHDAY_3,,,,,,,slightly back;back,,slightly right;slightly right,,,,,,forward,,,lowered,,squint;lowered lid;blink;slightly lowered,,,
1379835,79793120,My friend was f**ked up last night because he drank too much.,POSS-1p;FRIEND;INTERCOURSE+fs-UP;INTERCOURSE+fs-UP;PAST+NIGHT;PAST+NIGHT;(25)WHY;(2h)(Y)DRINK;A-LOT,,,,,,,back,slightly left,slightly right,back,,,,,,,,slightly lowered;lowered;raised,,squint;closed;lowered lid;further lowered,,,
1379835,7985632,My family goes on vacation every year.,(bent-1)POSS-1p+;FAMILY;VACATION;EVERY-YEAR+,,,,topic,,,back;further back,,slightly right,,slight rapid head nod,,,,forward;slightly back,,,raised,,slightly lowered,,,
1379835,79793121,My friend was passed out drunk because he drank too much on his birthday.,POSS-1p;FRIEND;LIE-DOWN;DRUNK;(25)WHY;IX-3p:i;(2h)(Y)DRINK;POSS-3p:i;BIRTHDAY_3;part:indef,,,,,,,,right,slightly right,further back,,,rapid,,,,,raised,,slightly squinted;closed;lowered lid;further squinted;lowered lid,,,
1379835,79803105,The group of friends go to the movie theater together to see Harry Potter 7 that just came out.,"FRIEND;GROUP/TOGETHER;DCL:crvd-5""group go together"";MOVIE_2;ACT;WHY;fs-HP;SEVENTH;(nd-1)MOVIE;RECENT-PAST;SPREAD",,,,,,,slightly front;slightly back,right,slightly right,,,,rapid,,slightly forward;forward;slightly back,,,slightly raised;raised;further lowered,down/right,squint;slightly squinted;further lowered;wide;further squinted;slightly squinted,,,
1379835,79803106,I introduced you to my new friend because he seemed lonely.,IX-1p;INTRODUCE;NEW;FRIEND;IX-loc:i;(25)WHY;ALONE;IX-loc:i,,,,,,,slightly back;slightly front;slightly back,,slightly right,,,,,,slightly back,,,slightly lowered,,slightly squinted,,,
1379835,7986916,Was the movie good?,MOVIE_2;(1h)GOOD/THANK-YOU,,,,,,,front,,slightly right,,,,,,forward,,,raised,,wide,,,
1379835,7981292,Bob gave a rose to his wife because it's their anniversary today.,ns-fs-BOB;IX-loc:i;(2h)GIVE:j;(R)FLOWER;POSS-3p:i;WIFE;WHY;POSS-3p:i;(X-over-thumb)CELEBRATE;NOW++,,,,topic,,,slightly back;slightly front;slightly back,slightly left;slightly left,slightly right,,single,,slight rapid head shake,,slightly forward;slightly forward;slightly back,,,raised;slightly lowered;raised-furrowed;further lowered,,slightly wide;slightly lowered;wide;squint;slightly squinted,,,
1379835,7981293,Bob loves reading books because he can visualize what happens in the stories.,ns-fs-BOB;IX-loc:i;KISS-FIST;READ;BOOK;WHY;CAN;VISUALIZE,,,,topic,,,slightly back;back,,slightly right,,slight single head nod,,slight rapid head shake,,slightly forward;slightly forward;forward,,,slightly raised;raised;raised,into space,lowered lid;further lowered;blink;lowered lid;further lowered;lowered lid,,,
1379835,7982574,Do you commute to work by bike?,IX-2p;(1h)TEND;COMMUTE;WORK;BICYCLE,,,,,,,back;front,,slightly right,forward,,,,,,,,raised,,slightly wide;wide,,,
1379835,7982575,Do you like fireworks?,LIKE;BOMB+;IX-2p,,,,,,,front,,slightly right,forward;forward,,,,,,,,raised,,wide,,,
1379835,7983855,Friends hosted a pizza dinner.,FRIEND;IX-3p:i;TAKE-UP;PIZZA_4;EAT+NIGHT+;EAT+NIGHT+,,,,topic,,,back,,slightly right,,,,,,forward,,,slightly raised,,slightly lowered,,,
1379835,7986423,The students listen to the teacher.,STUDENT;HEAR/LISTEN;TEACH+AGENT;TEACH+AGENT,,,,topic,,,back,,slightly right,,,,,,forward,,,raised;lowered,,slightly wide;slightly squinted,,,
1379835,79792122,My friend just crashed a party because he recently finished his last exam.,POSS-1p;FRIEND;RECENT-PAST;(5)CRASH;(P)PARTY;(25)WHY;RECENT-PAST;FINALLY_2;FINISH;TEST;LAST;TEST,,,,,,,slightly front;slightly front;back,left;slightly left,slightly right;slightly right;right,back,,,,,,,,raised;further lowered;raised,,squint;further squinted;closed;blink;squint;lowered lid,,,
1379835,79802107,Ask for directions because I don't know where to go.,ASK;DIRECT/EXPLAIN;WHY;(1h)HAVE;KNOW+(1h)NEG;KNOW+(1h)NEG;WHERE;#GO;part:indef;(1h)part:indef,negation,,,,,,slightly front,right,slightly right,,,,,,slightly forward;forward,,,lowered,,squint;slightly squinted;squint,,,
1379835,7980799,Bad weather is coming to Boston because the city is close to the ocean.,"BAD;(5)WEATHER;DCL:crvd-5""clouds moving in"";ns-BOSTON;WHY;FEW/CLOSE;IX-3p:i;fs-OCEAN;IX-honorific:i",,,,,,,,slightly right,slightly right;slightly right,,slight single head nod,,,,slightly back;slightly forward,,,lowered;slightly raised;further lowered,watch hands,squint;further squinted;blink;squint,,,
1379843,92256000,There are many issues related to how body control is associated with objects in the environment.,MANY;QUOTE/TOPIC_2;COOPERATE/UNITE;WITH;HOW;BODY;MANAGE/CONTROL;COOPERATE/UNITE;WITH;(2h)THING;IN;ENVIRONMENT,,whq,,,,,,,,,,,,,,,,raised-furrowed;further raised,other;down/right;down;watch hands;into space,squint;slightly squinted;blink;wide,,,
1379843,91062286,"For example, CODA children often...",FOR;SHOW;part:indef;fs-CODA;CHILDREN;OFTEN++,,,,,,,,slightly right;slightly left,slightly right;left,,,,,,,back,,raised,up,wide;wide;blink,,,
1379843,91189263,"The CODA child said, ""Oh no, that's normal, mom isn't angry at all.""",LOOK:j;OH-I-SEE;#NO;NORMAL;POSS-3p:j;MOTHER;NOT;ANGRY;IX-3p:i,negation,,,,,,,left;slightly right;slightly right;left,,,,,rapid,,,,,raised-furrowed,into space;left;left,squint;blink;slightly wide,,,
1379843,92262440,How to control making noises in the different places is also challenging.,fs-EVEN;PLACE;HOW;IX-2p;MANAGE/CONTROL;NOISE;IN;PLACE;CHALLENGE-arc;SAME,,whq,,focus,,,,slightly right,slightly right,,slow,,,,,,,raised-furrowed,up/left;left;left,wide;slightly squinted;squint;wide;blink,,,
1379843,90926892,So... there are various kinds of things.,#SO;VARY;KIND;fs-OF;(2h)THING,,,,,,,front,slightly right,,,,,,,,,,raised-furrowed;further raised,other;watch hands;watch hands,squint;wide,,,
1379843,90865964,While the paper manila envelope...,"DURING/WHILE;PAPER;fs-MANILA;IX-3p:j;DCL:1""envelope"";SCL:B-L""envelope""",,,,topic,,,,right,,,,,,,,,,raised;raised-furrowed,other,slightly wide;lowered lid,,,
1379843,89817651,"Like when a person is speaking, somebody can observe and analyze their identity,...",SAME;VOICE;WHEN;PERSON;(2h)TALKwg;(1h)PERSON;(1h)CAN;LOOK-OVER;ANALYZE_2;POSS-3p:i;IDENTIFY+,,,,,,,,,slightly right;slightly right,,,,,,,back;back/right;back/right,,raised-furrowed;further raised;raised-furrowed,left;left;left,further lowered;further lowered;squint,,,
1379843,90642487,Through different experiences and warnings.,THROUGH;DIFFERENT++;EXPERIENCE;WARN,,,,,,,slightly back,slightly right;slightly left,,,,,,,,,,raised-furrowed,other,slightly squinted;squint,,,
1379843,90889301,"with the clip and the sticky strip to seal the envelope, it's fine to open that slowly.","DCL:bent-B-L""close envelope"";DCL:B-L""lick envelope"";(1h)STICKY;DCL:open-8""sticky part of envelope"";DCL:bent-B-L""close envelope"";DCL:A""tear open envelope"";SLOW;DCL:A""tear open envelope slowly"";FINE_2",,,,topic;focus,,,,slightly right,slightly right;slightly right,,,,,,,,,raised;raised-furrowed;raised;raised-furrowed,down/right;watch hands;down,squint;lowered lid;slightly squinted,,,
1379843,92259670,"The cultural interpretation is that these noises fit with anger, happiness, or various other things.",CAUSE;IX-3p-pl-arc;CULTURE;INTERPRET;(B-L)BECAUSE;THAT;ACTION;MATCH;ANGRY;#OR;MATCH;(1h)HAPPY;MATCH;VARY,,,,,,,,slightly left;further right;slightly right;left;slightly left,slightly right;slightly left;slightly right;slightly right;right,,,,,,,,,raised-furrowed,up/right;up/right;left,squint;lowered lid;squint;slightly wide;blink,,,
1379843,89828188,"assess their character, intelligence, etc.  From the sound of their voice alone, similar to...",KIND;CHARACTER;CLEVER;part:indef;LIST-ORDER;FROM;TALKwg;ALONE;SAME-OLD;KNOW;(2h)LOOK;PROPORTION;(1h)part:indef;BUOY;IX-3p:j,,,,,,,,slightly left,slightly right,,,,,,,back/right;back/right,,raised-furrowed,left;left;left;up/right;into space;into space,squint;slightly wide;closed;further lowered,,,
1379843,90633569,How do we know?,"HOW;KNOW;5""umm""",,whq,,,,,front,,,,,,,,,,,raised-furrowed,down,squint;slightly squinted,,,
1379843,90610287,How does it vary?,HOW;VARY,,whq,,,,,,,,,,,rapid,,,,,slightly lowered;raised,down/right;other,further squinted;squint;blink,,,
1379843,90479985,Then explaining the two different kinds of papers. Which kind of paper is louder when you rip it?,"THEN;DIRECT/EXPLAIN;TWO;DIFFERENT;KIND;PAPER:i;PAPER:j;WHICH;PAPER;LOUD;DCL:flat-O""rip paper"";WHICH;KIND;PAPER",,whq;whq,,focus;focus,,,,,slightly right,,,,,,,,,raised-furrowed;raised;raised-furrowed,up/left;down/left;into space,wide;wide,,,
1379843,89978744,"The louder the noise, the more others' estimation will be lowered, this may be viewed as rowdy. The quieter the noise level, the more this will be viewed highly and considered to be polite.","MORE;LOUD;DCL:crvd-5""noises in the air"";MORE;A-LEVEL-BELOW;fs-ROWDY;A-LEVEL-BELOW;MORE;QUIET;MORE;POLITE;A-LEVEL-ABOVE",,,,focus;focus,,,,slightly left,slightly left;slightly right,,,,,,,left,,further raised;raised-furrowed,other;other;other,squint;slightly squinted;squint;blink;slightly wide,,,
1379843,90893690,"If it gets torn up fast, it's noisy.","DCL:A""tear open fast"";(1h)FAST_3;NOISE",,,,,,,,,,,,,rapid,,,,,raised;raised-furrowed,down,lowered lid;slightly squinted;blink,,,
1379843,90267005,"One well-known videotape by Angela Petrone Stratiy, made in 1999, called ""Deaf people have problems,"" shares some experiences about things that make noises, as a warning.","ONE;GOOD;KNOW;VIDEOTAPE;MAKE;fs-BY;ns-fs-ANGELA;ns-fs-PETRONESTRATIY;MAKE;IN;NINETEEN_2+NINETY-NINE;NINETEEN_2+NINETY-NINE;QUOTE/TOPIC;DEAF;PEOPLE;HAVE;PROBLEM;IX-3p:i;BETWEEN/SHARE;SOME;EXPERIENCE;LIST-ORDER_2;COOPERATE/UNITE;WITH;5""umm"";(2h)THING;IX-3p:j;fs-OBJECTS;IX-3p-pl-line;MAKE;KNOW;NOISE;WARN",,,,topic;focus;focus,,,,left;slightly left;slightly left;slightly right;slightly right,slightly left;slightly right;slightly right;slightly right,,,,,,,,,raised-furrowed;raised;further raised;lowered;further raised;raised-furrowed,other;down/right;watch hands;down/right;watch hands;down,slightly squinted;slightly wide;blink;squint;wider;blink;further squinted;squint;squint;slightly squinted;wide;wider;slightly wide,,,
1379843,90083199,Both of these cases basically involve the range of cultural acceptance for making noise.,SAME;IX-3p:j;IX-3p:i;BELOW_2;NOISE;MAKE;INCLUDE/INVOLVE;CULTURE;ACCEPT;fs-RANGE;VOICE-RANGE_2;IX-3p:i,,,,,,,,right;slightly right,slightly left,,,,,,,,,raised-furrowed;further raised,other;down/left;into space;into space,squint;squint;slightly squinted;slightly wide;blink,,,
1379843,90787995,"if you rip it slowly, there will be loud noises.","MUST;DCL:flat-O""rip paper"";SLOW;DCL:flat-O""rip paper"";NOISE+RUMBLE;NOISE+RUMBLE;NOISE",negation,,,focus,,,,,,,,,slow,,,,,raised-furrowed;raised;raised-furrowed,,squint;wide;blink;squint,,,
1379843,90172571,"For example, in some places you are allowed to burp while in other places NO, it's forbidden!  It really varies.","FOR;SHOW;SOME;PLACE;ALLOW;fs-BURP;BURP;OTHER;PLACE;5""wave no"";ILLEGAL;VARY_2;5""discreet""",,,,topic;focus;topic;focus,,,,slightly right;left;slightly right;slightly left,,,,,,,,,,further raised;further raised;raised-furrowed,into space;into space;into space;into space;into space,wide;wider;wide;squint,,,
1379843,91212444,"The friend said, ""But the noises and clanking....""  It's just how she was dropping things and putting forks down. The friend interpreted that to mean she was angry.","IX-3p:i;TO/UNTIL;THAT;NOISE;DCL:cocked-S""clanging things"";HOW;(1h)DROP;FORK++;ON;SURFACE;SCL:P/K""fork on table"";(1h)HOW;DCL:S""clanging things"";LOOK-OVER;THAT;ACTION;INTERPRET;ANGRY;(1h)FLAT/FLOOR",,,,,,,,left;right;left,right;slightly left,,,,,,,right;right,,raised-furrowed,left;down/left;down;down/left;down;other;watch hands;watch hands;watch hands;other;watch hands;left;down,squint;wide;blink;wide;squint;wide;blink;slightly squinted,,,
1379843,91005359,"On one occasion, friends misinterpreted the noises Dear people made.",FRIEND;IX-3p-pl-arc;INTERPRET;fs-OF;NOISE;IX-3p:j;MAKE,,,,,,,,slightly right;slightly left;slightly left,slightly left;slightly right,,,,,,,back/right,,raised-furrowed,other;left;left,slightly wide;squint;blink;further squinted;blink,,,
1379843,90355380,"If you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.","OH-I-SEE;(1h)WANT_2;TEASE_2;HEARING;DCL:F/9""peel styrofoam cup"";KIND;fs-OF;WARN",,,,,,,,,slightly right,,,,,,,,,further raised;raised-furrowed,down,wide;squint,,,
